Įstaiga;Paslauga;Renginio pavadinimas;Metai;Lėšos;Dalyvių skaičius
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Poeto Marcelijaus Martinaičio jubiliejinis paminėjimas;2016;-;50
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Visų šeimų dienos seansas;2016;-;100
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Jubiliejinė Gyčio Lukšo filmų retrospektyva;2016;-;150
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Skalvijos“ kino akademijos pavasario semestro darbų peržiūros;2016;-;500
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Gervių vakaras;2016;-;30
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Ciklas „Lek gervė, lek gervelė“;2016;-;200
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus LGBT festivalis „Kreivės“;2016;-;1500
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Specialus seansas „Sokurovo balsas“;2016;-;200
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Ankstyvojo kino festivalis „Pirmoji banga“;2016;-;200
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;XVI Lenkų kino festivalis;2016;-;700
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Žmogaus teisių filmų festivalis „Nepatogus kinas“;2016;-;2000
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Baltarusių kultūros dienos;2016;-;-
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Atsiveriantys „Meno avilio“ archyvai;2016;-;700
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Lux kino apdovanojimas;2016;-;300
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Režisieriaus Andrzejaus Wajdos filmų retrospektyva;2016;4000;446
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kino klasikos seansai;2016;-;1600
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kino seansai senjorams;2016;-;2751
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Skalvijos“ kino akademija;2016;10 000;
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Karslono kinas“;2016;2 500;1263
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;13-asis Vilniaus dokumentinių filmų festivalis;2016;29 600;-
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kino klasikos vakarai;2016; 5 000;-
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Lietuvos kino paveldo kontekstai: istorinės ir kultūrinės atminties išsaugojimas kinematografijoje;2016; 4 000;-
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Europietiškų filmų jaunimui platinimas Lietuvoje;2016; 4 000;-
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tęstinis edukacinių renginių ciklas vaikams „Karlsono kinas“;2017;5000;-
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kino seansai;2017;-;52734
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kino renginiai;2017;-;3000
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kino klasikos seansai;2017;-;1142
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;"""Skalvijos"" kino akademija";2017;-;
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kino seansai;2018;-;65856
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kino renginiai;2018;-;3000
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kino klasikos seansai;2018;-;2610
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Filmų ciklas šeimai „Karlsono kinas“;2018;-;1463
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kino seansai;2019;-;70000
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kino renginiai;2019;-;3000
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kino klasikos seansai;2019;8360;2137
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Filmų ciklas šeimai „Karlsono kinas“;2019;-;1974
VšĮ „Skalvijos“ kino centras;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Skalvijos kino akademijos filmų sklaida;2019;-;5133.1
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;IV Festivalis „Kalėdinis Vilnius“;2018;100;100
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdinių meduolių kepimo dirbtuvės Dvare.;2018;100;80
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdinis renginys „Linksmieji žiogeliai“ su Rita Radzevičiene.;2018;100;95
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdinis šokių grupių pasirodymas. Marija Damaševičiūtė;2018;100;150
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;V Festivalis “Kalėdinis Vilnius”. Tylos garsai. Agnė Stančikaitė ir Raimonds Ungurs.;2018;100;120
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Koncertas „Kalėdos ledo šalyje“. Renginys šeimai.;2018;100;150
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;V Festivalis “Kalėdinis Vilnius”. Filmų muzika.;2018;100;110
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;V Festivalis “Kalėdinis Vilnius”. Vien tik Piazzolla. Dalia Dėdinskaitė.;2018;100;150
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Jurgitos Braziūnienės Kalėdinių dovanų paroda-pardavimas. ;2017;100;80
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdinių meduolių kepimo dirbtuvės Dvare.;2017;100;35
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdinių meduolių kepimo dirbtuvės Dvare.;2017;100;35
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdinis renginys „Linksmieji žiogeliai“ su Rita Radzevičiene.;2017;100;60
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Koncertas visai šeimai „Kalėdų stebuklas“. V. Smailytė, J. Kalėdienė, S. Zbarauskaitė.;2017;100;100
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdinis šokių grupių pasirodymas. Marija Damaševičiūtė.;2017;100;70
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Renginys šeimoms „Kalėdos dvare“.;2017;100;130
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;IV Festivalis „Kalėdinis Vilnius“. Koncertas „Džiazas kitaip“.;2017;100;100
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Festivalis „Kalėdinis Vilnius. Klasikinės muzikos koncertas „Vien tik Piazzolla“;2016;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Jurgitos Braziūnienės Kalėdinių dovanų paroda-pardavimas. ;2016;-;200
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdinių meduolių kepimo dirbtuvės Dvare.;2016;-;90
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdinių meduolių kepimo dirbtuvės Dvare.;2016;-;76
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdinis renginys „Linksmieji žiogeliai“ su Rita Radzevičiene.;2016;-;24
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdinis šokių grupių pasirodymas. Marija Damaševičiūtė;2016;-;97
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Renginys šeimoms „Kalėdos dvare“.;2016;-;140
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;IV Festivalis „Kalėdinis Vilnius“. Koncertas „Džiazas kitaip“.;2016;-;34
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Adventinė popietė su muzika;2016;-;24
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Popietė vaikams „Advento  stebuklai“;2016;-;45
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;III festivalis „Kalėdų Vilnius„;2016;-;130
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;III festivalis „Kalėdų Vilnius„;2016;-;46
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;III festivalis „Kalėdų Vilnius„;2016;-;76
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;III festivalis „Kalėdų Vilnius„;2016;-;86
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;III festivalis „Kalėdų Vilnius„;2016;-;93
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdiniai turgeliai Dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdinių meduolių kepimo dirbtuvės Dvare.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdinis renginys. „Linksmieji žiogeliai“ su vadove Rita Radzevičiene ir šokių grupių pasirodymas su vadove Marija Damaševičiūte.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdinių meduolių kepimo dirbtuvės Dvare.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdiniai turgeliai Dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;VI Festivalis “Kalėdinis Vilnius”. Naujametinis koncertas “Širdies ritmu”. Dovilė Kazonaitė (sopranas), Tadas Motiečius (akordeonas).;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga; Kalėdinių meduolių kepimo dirbtuvės;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Kalėdinių renginių ciklo „Kalėdos sostinėje“ paslauga;Kalėdinių turgelių metu vykdytos edukacijos: mėnulių tapyba, ikonų gamyba, žvakių dekoravimas, dekoracijų iš vaško gamyba, molio dirbtuvės, papuošalų iš švarovskio kristalų gamyba.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Literatūros, skaitymo skatinimo ir knygų sklaidos renginių organizavimas;"Knygos ""Totoriai šimtmečio laikotarpiu Lietuvoje"" pristatymas";2018;100;150
VšĮ „Trakų Vokės dvaro sodyba“;Literatūros, skaitymo skatinimo ir knygų sklaidos renginių organizavimas;Naujai išleistos knygos „Trakų Vokės istorijos“ pristatymas dvare. Vakaras ir pokalbiai su autore.;2017;100;150
VšĮ „Trakų Vokės dvaro sodyba“;Literatūros, skaitymo skatinimo ir knygų sklaidos renginių organizavimas;Naujai išleistos knygos „Trakų Vokės istorijos“ pristatymas dvare. Vakaras ir pokalbiai su autore.;2016;-;54
VšĮ „Trakų Vokės dvaro sodyba“;Literatūros, skaitymo skatinimo ir knygų sklaidos renginių organizavimas;Vilniaus Gedimino technikos universiteto Architektūros katedros  Jaunųjų mokslininkų konferencija K. Šešelgio skaitymai - 2019;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinė mažųjų formų keramikos paroda „Puodukas“. Darbus pristatė 80 keramikų iš 6 šalių.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Tradicinės (etninės) kultūros renginių paslauga;Tradicinė folkloro šventė „Vyšnių šakelė sužaliavo“;2018;100;100
VšĮ „Trakų Vokės dvaro sodyba“;Tradicinės (etninės) kultūros renginių paslauga;Tradicinė folkloro šventė „Vyšnių šakelė sužaliavo“. Koncertas. Druskininkų kultūros centro folkloro ansamblis „Stadalėlė“, Vilniaus  folkloro ansamblis „Vilniaus gija“, Trakų Vokės dvaro sodybos folkloro ansamblis „Vija“.;2017;100;180
VšĮ „Trakų Vokės dvaro sodyba“;Tradicinės (etninės) kultūros renginių paslauga;XLV Tarptautinio folkloro festivalio „Skamba skamba kankliai“ svečių ir dalyvių koncertas „Mano kieme“.;2017;100;240
VšĮ „Trakų Vokės dvaro sodyba“;Tradicinės (etninės) kultūros renginių paslauga;Tradicinė folkloro šventė „Vyšnių šakelė sužaliavo“. Koncertas. Druskininkų kultūros centro folkloro ansamblis „Stadalėlė“, Vilniaus  folkloro ansamblis „Vilniaus gija“, Trakų Vokės dvaro sodybos folkloro ansamblis „Vija“.;2016;-;250
VšĮ „Trakų Vokės dvaro sodyba“;Tradicinės (etninės) kultūros renginių paslauga;XLV Tarptautinio folkloro festivalio „Skamba skamba kankliai“ svečių ir dalyvių koncertas „Mano kieme“. ;2016;-;54
VšĮ „Trakų Vokės dvaro sodyba“;Tradicinės (etninės) kultūros renginių paslauga;Užgavėnių kaukių gamyba ;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Valstybės švenčių ir tradicinių Vilniaus miesto renginių, apdovanojimų ir minėtinų datų paslauga ;Trakų Vokės gimnazijos renginys Vasario 16-osios dienos proga.;2018;30;110
VšĮ „Trakų Vokės dvaro sodyba“;Valstybės švenčių ir tradicinių Vilniaus miesto renginių, apdovanojimų ir minėtinų datų paslauga ;Koncertas „Ainiai“ Kovo 11-osios minėjmo proga;2018;100;70
VšĮ „Trakų Vokės dvaro sodyba“;Valstybės švenčių ir tradicinių Vilniaus miesto renginių, apdovanojimų ir minėtinų datų paslauga ;Mišraus choro „Dobilas“ šventinis vasario 16-osios minėjimo koncertas. Letuvos Respublikos himno giedojimas su vietos bendruomene.;2016;-;53
VšĮ „Trakų Vokės dvaro sodyba“;Valstybės švenčių ir tradicinių Vilniaus miesto renginių, apdovanojimų ir minėtinų datų paslauga ;Trakų Vokės dvaro sodybos kapelos „Vaciuko armonikėlė“ koncertas bendruomenei Kovo 11-osios proga.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės kultūros įstaigų projektų konkursas;Jolantos Kizikaitės menų daktarinio darbo gynimas. Projektas „Žaisti tapybą“.;2018;100;140
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės kultūros įstaigų projektų konkursas;Projektas “Pažinkime Baltijos dvarus”.Projekto metu keliaujantis raktas atkeliavo į mūsų dvarą.;2018;50;300
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės kultūros įstaigų projektų konkursas;Tapybos užsiėmimai su Lina Šiškute pagal projektą “Tapybiniai susitikimai Trakų Vokės dvare”.;2018;100;30
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės kultūros įstaigų projektų konkursas;Tapybos užsiėmimai su Lina Šiškute pagal projektą “Tapybiniai susitikimai Trakų Vokės dvare”.;2018;100;30
